Wed, 02 Sep 2020 15:22:39 GMT | INFO | app.log | Request received at /register | data:{"name":"shop1","email":"test@gmail.com","password":"123456789"} | 
Wed, 02 Sep 2020 15:22:39 GMT | ERROR | app.log | email already exists | 
Thu, 03 Sep 2020 12:59:30 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:01:55 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:01:55 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:01:55 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:02:51 GMT | ERROR | app.log | ValidationError: name: name is required | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:06:15 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:06:15 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:06:15 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:07:19 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:07:20 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:07:20 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:12:21 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:12:21 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:12:21 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:18:17 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:18:17 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:18:17 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:18:26 GMT | ERROR | app.log | ValidationError: name: name is required | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:19:47 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:19:47 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:19:47 GMT | INFO | app.log | Request received at /createComment | data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:20:02 GMT | INFO | app.log | comment created successfully | log_data:{"description":"dgsdfgsdfgsdf","shopId":"5f50e80f6ab35bd4a5bf2486"} | 
Thu, 03 Sep 2020 13:34:13 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:34:13 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:34:19 GMT | INFO | app.log | Request received at /removeShop | data:{} | 
Thu, 03 Sep 2020 13:35:00 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:35:00 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:35:05 GMT | INFO | app.log | Request received at /removeShop | data:{} | 
Thu, 03 Sep 2020 13:39:37 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:39:37 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:39:39 GMT | INFO | app.log | Request received at /removeShop | data:{} | 
Thu, 03 Sep 2020 13:40:20 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:40:20 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:40:22 GMT | INFO | app.log | Request received at /removeShop | data:{} | 
Thu, 03 Sep 2020 13:40:24 GMT | INFO | app.log | shop removed successfully | 
Thu, 03 Sep 2020 13:41:40 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 13:41:44 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 13:41:46 GMT | INFO | app.log | Request received at /removeShop | data:{} | 
Thu, 03 Sep 2020 13:41:48 GMT | INFO | app.log | shop removed successfully | 
Thu, 03 Sep 2020 14:32:28 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:32:28 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:32:31 GMT | INFO | app.log | Request received at /createShop | data:{"name":"shop1","description":"this is a test shop"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:32:35 GMT | INFO | app.log | shop created successfully | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:37:21 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:37:21 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:37:28 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","couont":"10000"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:37:36 GMT | ERROR | app.log | [object Object] | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:38:29 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:38:29 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:38:34 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","count":"10000","shopId":"5f50fe80114077e855f0cbbc"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:38:49 GMT | ERROR | app.log |  no shop found | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:39:25 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:39:30 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:39:31 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","count":"10000","shopId":"5f50fe80114077e855f0cbbc"} | log_data:{"name":"shop1","description":"this is a test shop"} | 
Thu, 03 Sep 2020 14:40:31 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:40:31 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:40:34 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","count":"10000","shopId":"5f50fe80114077e855f0cbbc"} | 
Thu, 03 Sep 2020 14:40:50 GMT | INFO | app.log | product added successfully | 
Thu, 03 Sep 2020 14:42:19 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:42:19 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:42:23 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","count":"10000","shopId":"5f50fe80114077e855f0cbbc"} | 
Thu, 03 Sep 2020 14:42:35 GMT | INFO | app.log | product added successfully | 
Thu, 03 Sep 2020 14:43:32 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 14:43:32 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 14:43:37 GMT | INFO | app.log | Request received at /addProduct | data:{"name":"product1","description":"desc1","price":"1000","count":"10000","shopId":"5f50fe80114077e855f0cbbc"} | 
Thu, 03 Sep 2020 14:43:59 GMT | INFO | app.log | product added successfully | 
Thu, 03 Sep 2020 15:39:35 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 15:39:35 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 15:39:35 GMT | ERROR | app.log | You don't have enough permission to perform this action | 
Thu, 03 Sep 2020 15:40:16 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 15:40:16 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 15:40:27 GMT | INFO | app.log | Request received at /createComment | data:{"businessDetails":"<h1>test</test>","description":"description","address":"address123","shopId":"5f50fe80114077e855f0cbbc"} | log_data:{"businessDetails":"<h1>test</test>","description":"description","address":"address123","shopId":"5f50fe80114077e855f0cbbc"} | 
Thu, 03 Sep 2020 15:40:50 GMT | INFO | app.log | homePage created successfully | log_data:{"businessDetails":"<h1>test</test>","description":"description","address":"address123","shopId":"5f50fe80114077e855f0cbbc"} | 
Thu, 03 Sep 2020 15:41:29 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 15:41:29 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 15:41:33 GMT | INFO | app.log | Request received at /createComment | data:{"businessDetails":"<h1>test</test>","description":"ddd","address":"address123","shopId":"666666"} | log_data:{"businessDetails":"<h1>test</test>","description":"ddd","address":"address123","shopId":"666666"} | 
Thu, 03 Sep 2020 15:41:33 GMT | ERROR | app.log | [object Object] | log_data:{"businessDetails":"<h1>test</test>","description":"ddd","address":"address123","shopId":"666666"} | 
Thu, 03 Sep 2020 16:06:54 GMT | INFO | app.log | Request received at /authClientToken | 
Thu, 03 Sep 2020 16:06:54 GMT | INFO | app.log | Request received at /grantAccess | 
Thu, 03 Sep 2020 16:06:54 GMT | INFO | app.log | Request received at /getHomePage | data:{} | log_data:{} | 
Thu, 03 Sep 2020 16:06:54 GMT | INFO | app.log |  homePage fetched successfully | log_data:{} | 
